restaurant_name,address,price_level,parking_available,review_score,restaurant_type,num_ratings,price_low,price_high,price_mid,parking_free_street_parking,parking_free_parking_lot,parking_parking,parking_paid_street_parking,parking_paid_parking_lot,parking_on_site_parking,parking_valet_parking,parking_free_parking_garage,has_free_parking,city,state,zip
Purebowl,"124 Lomas Santa Fe Dr, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.4,restaurant,62,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Station Sushi,"125 N Hwy 101, Solana Beach, CA 92075",$20–30,Free parking lot|Free street parking|Parking,4.2,japanese restaurant,514,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Pillbox Tavern,"117 Plaza St, Solana Beach, CA 92075",$20–30,Free parking lot|Free street parking|Parking,4.6,bar & grill,586,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Pizza Port Solana Beach,"135 N Hwy 101, Solana Beach, CA 92075",$10–20,Free street parking|Parking,4.5,pizza restaurant,1340,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Madeleine Café & Bakery,"240 S Cedros Ave, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.5,restaurant,319,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Tavern,"143 S Cedros Ave t, Solana Beach, CA 92075",$30–50,Free street parking,4.4,american restaurant,134,30,50,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Pacific Coast Grill,"2526 S Coast Hwy 101, Cardiff, CA 92007",$$$,Paid parking lot|Valet parking,4.6,bar & grill,2807,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Cardiff,CA,92007
Parioli Italian Bistro,"647 Hwy 101, Solana Beach, CA 92075",$20–30,Free parking lot|Free street parking|Parking,4,italian restaurant,323,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Bangkok Bay Thai Restaurant,"731 S, Hwy 101 # 1B1, Solana Beach, CA 92075",$20–30,Free parking lot|Free street parking|Parking,4.6,thai restaurant,733,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Brigantine Seafood & Oyster Bar,"3263 Camino Del Mar, Del Mar, CA 92014",$$,Free street parking|Paid parking lot|Valet parking,4.5,seafood restaurant,2469,,,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Del Mar,CA,92014
Rare Society,"330 S Cedros Ave, Solana Beach, CA 92075",$100+,Free street parking|Parking,4.5,steak house,249,100,100,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Poseidon Restaurant Del Mar,"1670 Coast Blvd, Del Mar, CA 92014",$50–100,Paid parking lot|Paid street parking|Valet parking,4.6,seafood restaurant,2576,50,100,75,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Del Mar,CA,92014
Achilles Coffee Solana Beach,"437 Hwy 101 Suite 501, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.7,coffee shop,237,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Kai Ola Sushi,"112 S Cedros Ave, Solana Beach, CA 92075",$30–50,Free street parking,4,sushi restaurant,33,30,50,40,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Goldie Pops Popcorn,"411 S Sierra Ave, Solana Beach, CA 92075",,Free parking lot|Free street parking,5,popcorn store,136,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Jake's Del Mar,"1660 Coast Blvd, Del Mar, CA 92014",$30–50,Paid parking lot|Valet parking,4.6,seafood restaurant,3786,30,50,40,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Del Mar,CA,92014
Solana Beach Kitchen,"437 Hwy 101, Solana Beach, CA 92075",$20–30,Free parking garage|Free parking lot|Free street parking|Parking,4.3,restaurant,182,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Solana Beach,CA,92075
Sunny Side Solana,"159 Hwy 101, Solana Beach, CA 92075",$10–20,Free parking lot|Free street parking|Parking,4.4,breakfast restaurant,206,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
ALCE 101,"243 N Hwy 101 Ste 7, Solana Beach, CA 92075",$50–100,Free parking lot|Free street parking|Parking,4.3,southwestern restaurant (us),257,50,100,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Rustic Root,"343 Hwy 101 Suite #100, Solana Beach, CA 92075",$30–50,Free parking lot|Free street parking|Parking,3.9,american restaurant,124,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Solana Beach,CA,92075
Subway,"Bld 53-341 Area 53 Marine Corps Base, Camp Pendleton North, CA 92055",$10–20,,3.5,sandwich shop,42,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Camp Pendleton North,CA,92055
Martini Hall 53,"Camp Pendleton North, CA 92055",$,Free parking lot|Free street parking,2.8,restaurant,124,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Camp Pendleton North,CA,92055
Subway,"San Mateo Dr Building 62-527, Camp Pendleton, CA 92055",$20–30,,3.6,sandwich shop,63,20,30,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Camp Pendleton,CA,92055
Alohana Acai Bowls - Camp Pendleton,"Building 210602 21 Area, Camp Pendleton North, CA 92055",$10–20,Free street parking,5,açaí shop,7,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Camp Pendleton North,CA,92055
INDO Restaurant & Lounge,"3295 El Camino Real, Palo Alto, CA 94306",$30–50,Free parking lot|Free street parking|Parking,4.3,indonesian restaurant,1275,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Palo Alto,CA,94306
McDonald's,"22026 Vandegrift Blvd, Camp Pendleton North, CA 92055",$10–20,Free parking lot|Free street parking|Parking,3.2,fast food restaurant,899,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Camp Pendleton North,CA,92055
McDonald's,"20844 Vandegrift Blvd, Oceanside, CA 92058",$10–20,Free parking lot|Free street parking|Parking,3.1,fast food restaurant,1207,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92058
Jersey Mike's Subs,"Marine Corps Base, 4154 Nelson Rd Bldg 4154, Camp Pendleton North, CA 92055",$,Free parking lot|Free street parking,4.4,sandwich shop,11,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Camp Pendleton North,CA,92055
Wrench and Rodent Seabasstropub,"1815 S Coast Hwy, Oceanside, CA 92054",$$,Free parking lot|Free street parking|Parking,4.6,sushi restaurant,863,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
The Privateer Coal Fire Pizza,"1706 S Coast Hwy, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.6,pizza restaurant,875,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Best Pizza & Brew Oceanside,"1639 S Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.6,pizza restaurant,1599,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Start Fresh Cafe,"1034 S Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.6,american restaurant,888,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Diego's Mexican Food,"1030 S Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4,mexican restaurant,668,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Pho Oceanside,"518 Oceanside Blvd, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.5,vietnamese restaurant,787,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Roberto's Taco Shop,"518 Oceanside Blvd #111, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,388,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Buccaneer Cafe,"1508 S Pacific St, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.6,restaurant,605,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Jack in the Box,"1900 Mission Ave, Oceanside, CA 92054",$,Free parking lot|Free street parking|Parking,3.8,fast food restaurant,1073,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Armando's Mexican Food,"1426 Mission Ave, Oceanside, CA 92058",$10–20,Free parking lot|Free street parking|Parking,4.5,mexican restaurant,604,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92058
Alberto's Mexican Food,"1602 Mission Ave, Oceanside, CA 92058",$10–20,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,968,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92058
Swami's Cafe Oceanside,"202 N Coast Hwy, Oceanside, CA 92056",$$,Free street parking|Parking,4.4,american restaurant,1818,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92056
Mission Ave Bar and Grill,"711 Mission Ave, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.6,american restaurant,1188,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Subway,"1024 Mission Ave, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking,3.7,sandwich shop,195,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Panda Express,"1068 Mission Ave, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,3.9,chinese restaurant,444,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
In-N-Out Burger,"936 N Coast Hwy, Oceanside, CA 92054",$,Free parking lot|Free street parking|Parking,4.6,hamburger restaurant,6598,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Harbor House Cafe,"714 N Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.3,brunch restaurant,1169,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Angelo's Burgers,"621 N Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.1,restaurant,2062,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Wienerschnitzel,"624 N Coast Hwy, Oceanside, CA 92054",$1–10,Free parking lot|Free street parking|Parking,4.3,fast food restaurant,1000,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Venetos Cucina Italiana,"608 N Coast Hwy, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.5,italian restaurant,998,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Alfredo's Mexican Food,"602 N Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,3.7,mexican restaurant,684,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Jitters Coffee Pub,"510 N Coast Hwy, Oceanside, CA 92054",$1–10,Free parking lot|Free street parking|Parking,4.7,coffee shop,268,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
101 Bagels & Subs,"323 N Coast Hwy suite c, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking,4.7,bagel shop,420,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Pannikin Coffee & Tea,"322 N Cleveland St suite b, Oceanside, CA 92054",$10–20,Free street parking|Paid parking garage|Paid parking lot|Paid street parking,4.4,cafe,189,10,20,15,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Pier View Coffee Co,"300 Pier View Wy, Oceanside, CA 92054",$1–10,Free parking lot|Free street parking|Parking,4.5,restaurant,695,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Mary's Family Restaurant,"307 N Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.6,american restaurant,1258,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Elena's French Crepes Cafe & Peet's Coffee,"511 Pier View Wy, Oceanside, CA 92054",$10–20,Free street parking,4.7,cafe,304,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Rim Talay Thai Cuisine,"508 Mission Ave, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Paid parking lot,4.4,thai restaurant,643,10,20,15,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Petite Madeline Bakery,"223 N Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking,4.6,bakery,999,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Umi Japanese Grill & Cafe,"401 Mission Ave B100, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking,4.3,japanese restaurant,265,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Zzang Hot Dog & Chicken,"409 Mission Ave, Oceanside, CA 92054",$10–20,Free parking garage|Free parking lot|Free street parking|Parking,4.5,korean restaurant,161,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Oceanside,CA,92054
Harney Oceanside & Lounge,"301 Mission Ave, Oceanside, CA 92054",$30–50,Free parking lot|Free street parking|Paid street parking,4.3,sushi restaurant,1010,30,50,40,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Johnny Mañana's,"308 Mission Ave, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.4,mexican restaurant,1591,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Jersey Mike's Subs,"302 Mission Ave, Oceanside, CA 92054",$10–20,Free street parking|Parking,4.1,sandwich shop,283,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Dairy Queen Grill & Chill,"620 Mission Ave, Oceanside, CA 92054",$1–10,Free parking lot|Free street parking|Parking,4.4,fast food restaurant,745,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Amalfi Cucina Italiana - Oceanside,"221 N Cleveland St, Oceanside, CA 92054",$20–30,Free street parking,4.4,italian restaurant,57,20,30,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Beach Hut Deli,"280 Mission Ave #105, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Paid parking lot|Paid street parking,4.5,restaurant,344,10,20,15,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
333 Pacific,"333 N Pacific St, Oceanside, CA 92054",$50–100,Paid parking lot|Paid street parking|Parking,4.5,steak house,1891,50,100,75,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Oceanside,CA,92054
Tin Fish Oceanside,"302 The Strand N, Oceanside, CA 92054",$10–20,Paid parking lot|Paid street parking,4.4,seafood restaurant,840,10,20,15,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Oceanside,CA,92054
Oceanside Beach Rentals and Snack Shack,"120 The Strand N, Oceanside, CA 92054",,,3,american restaurant,6,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Oceanside,CA,92054
O'Side Sports Bar & Grill,"113 S Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|On-site parking,4.3,bar & grill,247,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Banana Dang Coffee,"115 S Coast Hwy, Oceanside, CA 92054",$1–10,Free street parking,4.7,coffee shop,598,1,10,5.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
allmine,"119 S Coast Hwy, Oceanside, CA 92054",$20–30,Free street parking|Parking,4.5,pizza restaurant,481,20,30,25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Dija Mara,"232 S Coast Hwy, Oceanside, CA 92054",$30–50,Free parking lot|Free street parking,4.5,balinese restaurant,616,30,50,40,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Masters Kitchen and Cocktail,"208 S Coast Hwy, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.3,restaurant,819,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Señor Pancho Mexican Grill,"202 S Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,620,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Local Tap House,"308 S Coast Hwy, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.6,restaurant,2173,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
101 Cafe,"631 S Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.5,diner,1028,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Flying Pig Pub & Kitchen,"509 Mission Ave, Oceanside, CA 92054",$$,Free street parking|Parking,4.6,bar & grill,1361,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
"Oceanside Pier Souvenir, Snack & Bait Shop","10 Oceanside Pier, Oceanside, CA 92054",,Free parking lot|Free street parking,4.6,bait shop,84,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Tandoori Guys - Oceanside - Restaurant & Catering,"127 S Coast Hwy, Oceanside, CA 92054",$20–30,Free street parking,4.8,indian restaurant,153,20,30,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
O'Side Strand Café,"206 S The Strand, Oceanside, CA 92054",$10–20,Free street parking|Paid street parking,4.7,coffee shop,58,10,20,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
The Surf Club Oceanside,"211 Mission Ave, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Paid parking lot|Paid street parking,4,american restaurant,122,20,30,25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
去洛杉矶机场中途停靠站,"450 Mission Ave, Oceanside, CA 92054",,Free parking lot|Free street parking,,pizza restaurant,0,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Finney's Crafthouse - Oceanside,"212 N Tremont St, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.3,american restaurant,237,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
High/Low,"201 N Myers St, Oceanside, CA 92054",$20–30,Free street parking|Paid parking lot|Paid street parking|Parking,4,american restaurant,475,20,30,25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Mariposa Ice Cream Oceanside,"202 The Strand N, Oceanside, CA 92054",,Free street parking,3.9,ice cream shop,19,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Valerie's Taco Shop,"1006 Mission Ave, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,3.9,restaurant,151,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Curry and More,"600 Mission Ave, Oceanside, CA 92054",$10–20,Free street parking|Paid parking lot|Parking,4.6,indian restaurant,230,10,20,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Sancho's Tacos,"400 Mission Ave, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Paid parking lot|Paid street parking|Parking,4.5,taco restaurant,751,10,20,15,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
The Burger Den,"487 Harbor Dr, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking,4.5,restaurant,6,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Pacific Coast Spirits Kitchen and Tasting Room,"404 S Coast Hwy, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|On-site parking|Parking,4.5,restaurant,267,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Haetae | Korean Hawaiian,"127 S Coast Hwy, Oceanside, CA 92054",$20–30,,4.7,korean restaurant,10,20,30,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Oceanside,CA,92054
Acai Republic - Oceanside,"125 S Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.9,açaí shop,839,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Shoots Fish & Beer,"602 S Tremont St Unit 101, Oceanside, CA 92054",$10–20,Free street parking,4.7,seafood restaurant,177,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Beer Town,"507 N Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.6,restaurant,214,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
The Rooftop Bar,"201 N Myers St, Oceanside, CA 92054",,Paid parking lot|Paid street parking|Parking|Valet parking,4.2,restaurant,486,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Oceanside,CA,92054
The LAB Collaborative,"201 N Cleveland St suite 109, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Paid parking garage|Paid parking lot|Paid street parking|Parking,4.5,american restaurant,603,20,30,25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
The Plot,"1733 S Coast Hwy, Oceanside, CA 92054",$20–30,Free parking lot|Free street parking|Parking,4.8,vegan restaurant,626,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Kilowatt Craft Beer & Cocktails Oceanside,"406 Mission Ave, Oceanside, CA 92054",,Free parking lot|Free street parking,4.6,brewery,96,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Cosmos Burger,"208 N Coast Hwy, Oceanside, CA 92054",$10–20,Free parking lot|Free street parking|Parking,4.6,hamburger restaurant,319,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Rosewood Kitchen,"608 Mission Ave, Oceanside, CA 92054",$20–30,Free street parking,4.4,ramen restaurant,337,20,30,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Cococabana,"408 Pier View Wy Suite 401, Oceanside, CA 92054",$30–50,Free street parking|Paid parking lot|Paid street parking|Parking,3.8,american restaurant,191,30,50,40,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Beach City Smoothies - Oceanside,"212 N Coast Hwy, Oceanside, CA 92054",$10–20,Free street parking|Parking,5,açaí shop,89,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Fat Joe’s O’side,"424 S Coast Hwy, Oceanside, CA 92054",$10–20,Free street parking|Parking,4.4,restaurant,492,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Crackheads Oceanside,"502 S Coast Hwy, Oceanside, CA 92054",$10–20,Free street parking,4.2,restaurant,44,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
Matsu,"626 S Tremont St, Oceanside, CA 92054",$100+,Free parking lot|Free street parking|Parking,4.5,fine dining restaurant,202,100,100,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Oceanside,CA,92054
